id,created_at,title,date_started,date_finished,updated_at,trello_id,cover_attachment
92,2019-04-04 06:00:46.742688+00,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,2019-03-22 22:27:07.488+00,2019-04-04 04:13:48.789+00,2021-08-14 06:00:51.345327+00,5c8c7cee7f240625a6f5f022,"{""id"": ""5e02536189ce4210c65059e8"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c8c7cee7f240625a6f5f022/attachments/5e02536189ce4210c65059e8/download/lrg.jpg"", ""date"": ""2019-12-24T18:05:21.821Z"", ""name"": ""lrg.jpg"", ""bytes"": 100896, ""fileName"": ""lrg.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#1085c7""}"
77,2018-12-16 22:44:20.298049+00,Unashamed,2016-11-29 14:55:29.04+00,2016-12-09 05:50:15.501+00,2021-08-14 06:00:53.366502+00,583b86940916cb0c8d04b678,"{""id"": ""5eb80a78aca6ea860db5822b"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/583b86940916cb0c8d04b678/attachments/5eb80a78aca6ea860db5822b/download/unashamed.jpg"", ""date"": ""2020-05-10T14:06:48.050Z"", ""name"": ""unashamed.jpg"", ""bytes"": 41996, ""fileName"": ""unashamed.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#6b6b6a""}"
160,2020-09-13 06:01:04.642298+00,Running Lean,2020-09-07 14:21:49.536+00,2020-09-12 17:23:42.608+00,2021-08-14 06:00:52.468995+00,5f4dbcde3e7ad37041771156,"{""id"": ""5f5640ecd1b7a07b277e135c"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5f4dbcde3e7ad37041771156/attachments/5f5640ecd1b7a07b277e135c/download/cover.jpg"", ""date"": ""2020-09-07T14:17:16.534Z"", ""name"": ""cover.jpg"", ""bytes"": 73661, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#fafbfa""}"
168,2020-12-07 06:00:34.753861+00,What You Do Is Who You Are: How to Create Your Business Culture,2020-11-27 14:59:53.174+00,2020-12-06 15:12:47.37+00,2021-08-14 06:00:53.793415+00,5c89d1a8f7fc4680634aceb0,"{""id"": ""5fc113c3c0a30550d30dcaec"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c89d1a8f7fc4680634aceb0/attachments/5fc113c3c0a30550d30dcaec/download/cover.jpg"", ""date"": ""2020-11-27T14:57:07.594Z"", ""name"": ""cover.jpg"", ""bytes"": 100997, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#c96e67""}"
174,2021-01-23 06:01:22.259+00,The Culture Map,2021-01-11 14:30:51.875+00,2021-01-22 17:16:23.058+00,2021-08-14 06:00:48.777121+00,5e2510f5afee130cac19d0f8,"{""id"": ""5ffa7de6ca891b66b9cc16db"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5e2510f5afee130cac19d0f8/attachments/5ffa7de6ca891b66b9cc16db/download/cover.jpg"", ""date"": ""2021-01-10T04:09:10.009Z"", ""name"": ""cover.jpg"", ""bytes"": 116413, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#e0dedb""}"
172,2021-01-10 04:11:40.631663+00,The Four Loves,2021-01-01 15:05:21.196+00,2021-01-09 17:40:34.734+00,2021-08-14 06:00:49.566705+00,5f1e1a459f28c27c39fa494d,"{""id"": ""5febce547f5d697f8f62ed96"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5f1e1a459f28c27c39fa494d/attachments/5febce547f5d697f8f62ed96/download/cover.jpg"", ""date"": ""2020-12-30T00:48:20.489Z"", ""name"": ""cover.jpg"", ""bytes"": 96925, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#e2e0df""}"
51,2018-12-16 22:40:36.80551+00,The Last of the Mohicans,2018-02-21 01:02:05.871+00,2018-03-08 04:28:57.051+00,2021-08-14 06:00:51.059896+00,564d07a87721d8698ff01102,"{""id"": ""5ea5a3040ab8127e645021dd"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/564d07a87721d8698ff01102/attachments/5ea5a3040ab8127e645021dd/download/last-of-mohicans.jpg"", ""date"": ""2020-04-26T15:04:36.720Z"", ""name"": ""last-of-mohicans.jpg"", ""bytes"": 33742, ""fileName"": ""last-of-mohicans.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#114f34""}"
52,2018-12-16 22:40:51.520368+00,Loving God,2018-08-05 15:00:43.649+00,2018-08-19 15:16:57.73+00,2021-08-14 06:00:51.098203+00,592b0627da57adcebc45c495,"{""id"": ""5ea5a134a60c42222ba4691b"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/592b0627da57adcebc45c495/attachments/5ea5a134a60c42222ba4691b/download/loving-god.jpg"", ""date"": ""2020-04-26T14:56:52.719Z"", ""name"": ""loving-god.jpg"", ""bytes"": 34298, ""fileName"": ""loving-god.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#4b2628""}"
64,2018-12-16 22:43:01.678951+00,A Room with a View,2018-04-27 22:42:42.256+00,2018-05-05 17:06:17.791+00,2021-08-14 06:00:52.426265+00,564d07a87721d8698ff010ee,"{""id"": ""5ea5a2490c00dd4b7fddff76"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/564d07a87721d8698ff010ee/attachments/5ea5a2490c00dd4b7fddff76/download/room-with-view.jpg"", ""date"": ""2020-04-26T15:01:29.608Z"", ""name"": ""room-with-view.jpg"", ""bytes"": 36188, ""fileName"": ""room-with-view.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#5e737e""}"
49,2018-12-16 22:40:19.649421+00,King Solomon's Mines,2018-07-19 03:14:26.707+00,2018-08-04 14:16:36.411+00,2021-08-14 06:00:50.978964+00,564d07a87721d8698ff010fc,"{""id"": ""5ea5a15fc76a6c84fca42406"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/564d07a87721d8698ff010fc/attachments/5ea5a15fc76a6c84fca42406/download/king-solomons-mines.jpg"", ""date"": ""2020-04-26T14:57:35.373Z"", ""name"": ""king-solomons-mines.jpg"", ""bytes"": 44583, ""fileName"": ""king-solomons-mines.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#e3bf97""}"
151,2020-06-06 06:01:30.636132+00,The Prodigal Prophet: Jonah and the Mystery of God's Mercy,2020-05-25 16:36:47.941+00,2020-06-06 00:01:31.468+00,2021-08-14 06:00:52.103501+00,5c449143f921fc8623287a0c,"{""id"": ""5ecbf3a448efa00f458ead43"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c449143f921fc8623287a0c/attachments/5ecbf3a448efa00f458ead43/download/cover.jpg"", ""date"": ""2020-05-25T16:34:44.072Z"", ""name"": ""cover.jpg"", ""bytes"": 63878, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#209e9b""}"
135,2019-09-03 06:00:43.568436+00,Crucial Conversations,2019-08-27 02:47:27.93+00,2019-09-02 20:40:59.909+00,2021-08-14 06:00:48.731496+00,5d1e1dacb2cf3f26a48dd5a1,"{""id"": ""5e02510df64aba6a3830f51d"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5d1e1dacb2cf3f26a48dd5a1/attachments/5e02510df64aba6a3830f51d/download/51fGo0WXJTL.jpg"", ""date"": ""2019-12-24T17:55:25.619Z"", ""name"": ""51fGo0WXJTL.jpg"", ""bytes"": 37486, ""fileName"": ""51fGo0WXJTL.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#c01430""}"
95,2019-05-18 06:00:14.112024+00,The First 90 Days,2019-05-09 03:28:08.331+00,2019-05-17 21:51:28.249+00,2021-08-14 06:00:49.52972+00,5cd0fdd2e81ca87dcdf97dd0,"{""id"": ""5e0252d108936880fa34d70d"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5cd0fdd2e81ca87dcdf97dd0/attachments/5e0252d108936880fa34d70d/download/71lVV7lbZSL.jpg"", ""date"": ""2019-12-24T18:02:57.261Z"", ""name"": ""71lVV7lbZSL.jpg"", ""bytes"": 254237, ""fileName"": ""71lVV7lbZSL.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#04abb3""}"
96,2019-05-31 06:00:43.339731+00,Heart of Darkness and Selected Short Fiction,2019-05-18 15:09:04.872+00,2019-05-31 04:31:50.351+00,2021-08-14 06:00:50.151895+00,5c806d481062ea894e35d56d,"{""id"": ""5e0252a7b8d51e5f0d00019b"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c806d481062ea894e35d56d/attachments/5e0252a7b8d51e5f0d00019b/download/9781593081232_p0_v1_s1200x630.jpg"", ""date"": ""2019-12-24T18:02:15.767Z"", ""name"": ""9781593081232_p0_v1_s1200x630.jpg"", ""bytes"": 36550, ""fileName"": ""9781593081232_p0_v1_s1200x630.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#353f27""}"
177,2021-02-25 06:01:46.981411+00,The Startup Way,2021-02-06 18:00:59.159+00,2021-02-24 14:53:18.221+00,2021-08-14 06:00:52.880131+00,6014210759b3814fd14ce713,"{""id"": ""601ed69cac6b906fba576cc3"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/6014210759b3814fd14ce713/attachments/601ed69cac6b906fba576cc3/download/cover.jpg"", ""date"": ""2021-02-06T17:49:16.739Z"", ""name"": ""cover.jpg"", ""bytes"": 86166, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#ae2723""}"
142,2019-12-06 06:01:22.444647+00,The Weight of Glory,2019-11-28 14:57:34.394+00,2019-12-06 04:42:35.559+00,2021-08-14 06:00:53.656888+00,5d62d0dbf787ae370d92e7bf,"{""id"": ""5dc4eac38e19dd81c54977a1"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5d62d0dbf787ae370d92e7bf/attachments/5dc4eac38e19dd81c54977a1/download/51i-0Ai6F0L.jpg"", ""date"": ""2019-11-08T04:10:43.857Z"", ""name"": ""51i-0Ai6F0L.jpg"", ""bytes"": 43397, ""fileName"": ""51i-0Ai6F0L.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#e96a41""}"
94,2019-05-06 22:54:11.191109+00,Paul: A Biography,2019-04-14 15:01:54.307+00,2019-05-06 19:56:25.126+00,2021-08-14 06:00:51.782354+00,5c0379e03e07a5361243662f,"{""id"": ""5e0252fad455fc6728a56f07"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c0379e03e07a5361243662f/attachments/5e0252fad455fc6728a56f07/download/51QbGN7T8JL._SX328_BO1%2C204%2C203%2C200_.jpg"", ""date"": ""2019-12-24T18:03:38.498Z"", ""name"": ""51QbGN7T8JL._SX328_BO1,204,203,200_.jpg"", ""bytes"": 27202, ""fileName"": ""51QbGN7T8JL._SX328_BO1%2C204%2C203%2C200_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#23211f""}"
173,2021-01-10 04:11:40.848003+00,The Return of the King,2020-12-19 03:46:51.322+00,2021-01-10 04:04:45.128+00,2021-08-14 06:00:52.389029+00,58e0004c2ca5243fcd31d75b,"{""id"": ""5fdd7a4bec2f9f4a1840ffc9"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/58e0004c2ca5243fcd31d75b/attachments/5fdd7a4bec2f9f4a1840ffc9/download/61WT6qj%2BFeL._SL500_.jpg"", ""date"": ""2020-12-19T03:58:03.025Z"", ""name"": ""61WT6qj+FeL._SL500_.jpg"", ""bytes"": 68270, ""fileName"": ""61WT6qj%2BFeL._SL500_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#a54a4a""}"
152,2020-06-19 16:30:55.183886+00,Vanity Fair,2020-05-02 19:23:24.91+00,2020-06-19 16:28:39.781+00,2021-08-14 06:00:53.493081+00,564d07a97721d8698ff01121,"{""id"": ""5eadc86f8385fb04da8000e0"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/564d07a97721d8698ff01121/attachments/5eadc86f8385fb04da8000e0/download/vanity-fair.jpg"", ""date"": ""2020-05-02T19:22:23.995Z"", ""name"": ""vanity-fair.jpg"", ""bytes"": 22138, ""fileName"": ""vanity-fair.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#848848""}"
178,2021-03-18 06:00:26.669626+00,Barkskins: A Novel,2021-02-02 03:41:47.636+00,2021-03-18 02:45:13.779+00,2021-08-14 06:00:47.911255+00,5fef6d4a7939017603ae84d2,"{""id"": ""5ff9ecef6eb2c5478b206da0"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5fef6d4a7939017603ae84d2/attachments/5ff9ecef6eb2c5478b206da0/download/51O4AWtJPtL._SL500_.jpg"", ""date"": ""2021-01-09T17:50:39.424Z"", ""name"": ""51O4AWtJPtL._SL500_.jpg"", ""bytes"": 61644, ""fileName"": ""51O4AWtJPtL._SL500_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#c4b282""}"
169,2020-12-18 06:00:53.600087+00,From Eden to New Jerusalem: An Introduction to Biblical Theology,2020-12-07 14:17:10.247+00,2020-12-17 14:55:12.028+00,2021-08-14 06:00:49.641502+00,5ac948e5eab0a679053e9ec3,"{""id"": ""5fcdb6876683fb208f80ec2b"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5ac948e5eab0a679053e9ec3/attachments/5fcdb6876683fb208f80ec2b/download/cover.jpg"", ""date"": ""2020-12-07T04:58:47.622Z"", ""name"": ""cover.jpg"", ""bytes"": 168692, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#dbbc86""}"
91,2019-03-21 06:00:53.489205+00,The Hard Thing About Hard Things,2019-03-13 00:13:17.47+00,2019-03-20 23:36:35.473+00,2021-08-14 06:00:50.071944+00,5c8069714f1ad03220e6bba9,"{""id"": ""5e02538cf14d790f70f2595f"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c8069714f1ad03220e6bba9/attachments/5e02538cf14d790f70f2595f/download/51slqM2g3jL._SX329_BO1%2C204%2C203%2C200_.jpg"", ""date"": ""2019-12-24T18:06:04.802Z"", ""name"": ""51slqM2g3jL._SX329_BO1,204,203,200_.jpg"", ""bytes"": 42213, ""fileName"": ""51slqM2g3jL._SX329_BO1%2C204%2C203%2C200_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#3c3b38""}"
134,2019-08-26 06:01:16.439766+00,Night and Day,2019-08-04 16:15:23.599+00,2019-08-25 14:55:14.785+00,2021-08-14 06:00:51.523464+00,564d07a97721d8698ff01118,"{""id"": ""5e025149e1ebd18846553715"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/564d07a97721d8698ff01118/attachments/5e025149e1ebd18846553715/download/9781593082123_p0_v4_s550x406.jpg"", ""date"": ""2019-12-24T17:56:25.423Z"", ""name"": ""9781593082123_p0_v4_s550x406.jpg"", ""bytes"": 25163, ""fileName"": ""9781593082123_p0_v4_s550x406.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#afa63c""}"
175,2021-02-01 06:00:45.5697+00,Victoria: A Novel,2021-01-10 17:50:39.56+00,2021-01-31 18:54:53.728+00,2021-08-14 06:00:53.540806+00,5fef6c98e9f45971e9a012a7,"{""id"": ""5ff9ecc494620d728dbf6c7e"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5fef6c98e9f45971e9a012a7/attachments/5ff9ecc494620d728dbf6c7e/download/519OCfEnHnL._SL500_.jpg"", ""date"": ""2021-01-09T17:49:56.125Z"", ""name"": ""519OCfEnHnL._SL500_.jpg"", ""bytes"": 52692, ""fileName"": ""519OCfEnHnL._SL500_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#642d28""}"
93,2019-04-14 06:01:30.823689+00,Mismatch: How Inclusion Shapes Design,2019-04-05 13:51:16.623+00,2019-04-13 14:40:49.994+00,2021-08-14 06:00:51.439536+00,5c8b0623defba729e91292b0,"{""id"": ""5e02532fcee29c7169e40e66"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c8b0623defba729e91292b0/attachments/5e02532fcee29c7169e40e66/download/41tfVAbo1SL._SX339_BO1%2C204%2C203%2C200_.jpg"", ""date"": ""2019-12-24T18:04:31.382Z"", ""name"": ""41tfVAbo1SL._SX339_BO1,204,203,200_.jpg"", ""bytes"": 20653, ""fileName"": ""41tfVAbo1SL._SX339_BO1%2C204%2C203%2C200_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#f8f8f7""}"
87,2019-01-23 01:19:47.589921+00,The Passage,2018-12-31 17:38:42.457+00,2019-01-23 01:11:16.234+00,2021-08-14 06:00:51.741225+00,5c2264db38a8e0365423d966,"{""id"": ""5e02542e0bde5a2b371df727"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5c2264db38a8e0365423d966/attachments/5e02542e0bde5a2b371df727/download/image.png"", ""date"": ""2019-12-24T18:08:46.299Z"", ""name"": ""image.png"", ""bytes"": 7220204, ""fileName"": ""image.png"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#172029""}"
170,2020-12-18 06:00:53.798184+00,The Two Towers,2020-11-28 18:16:09.475+00,2020-12-18 05:50:21.701+00,2021-08-14 06:00:53.28825+00,58e000493a836a773135b042,"{""id"": ""5fc293e0a0228b8d89718953"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/58e000493a836a773135b042/attachments/5fc293e0a0228b8d89718953/download/61GiQXcQf9L._SL500_.jpg"", ""date"": ""2020-11-28T18:16:00.109Z"", ""name"": ""61GiQXcQf9L._SL500_.jpg"", ""bytes"": 72058, ""fileName"": ""61GiQXcQf9L._SL500_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#bc3a29""}"
153,2020-07-02 06:00:56.488846+00,Radical Candor,2020-06-20 13:59:48.62+00,2020-07-02 03:25:28.976+00,2021-08-14 06:00:52.184041+00,5d1e1d4b8390c75fe50cc2f3,"{""id"": ""5eee16256749c155668e4f85"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5d1e1d4b8390c75fe50cc2f3/attachments/5eee16256749c155668e4f85/download/image.jpeg"", ""date"": ""2020-06-20T13:59:01.034Z"", ""name"": ""image.jpeg"", ""bytes"": 46281, ""fileName"": ""image.jpeg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#fcb323""}"
137,2019-10-02 06:01:14.796394+00,Main Street,2019-09-06 03:03:59.394+00,2019-10-01 23:21:08.914+00,2021-08-14 06:00:51.184904+00,5d11985601373c4b23982bbc,"{""id"": ""5e024a6e5c095c01c830f7eb"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5d11985601373c4b23982bbc/attachments/5e024a6e5c095c01c830f7eb/download/9781593083861_p0_v1_s550x406.jpg"", ""date"": ""2019-12-24T17:27:10.620Z"", ""name"": ""9781593083861_p0_v1_s550x406.jpg"", ""bytes"": 22303, ""fileName"": ""9781593083861_p0_v1_s550x406.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#75823d""}"
191,2021-07-06 06:00:50.90779+00,Become an Effective Software Engineering Manager,2021-06-14 15:01:16.496+00,2021-07-05 16:43:49.84+00,2021-08-14 06:00:47.96189+00,60c6d7665180da854cc65f22,"{""id"": ""60c6d826b2ed688257ce0616"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/60c6d7665180da854cc65f22/attachments/60c6d826b2ed688257ce0616/download/jsengman_hu6d5b8b63a4954cb696e89b39f929331b_4228664_250x0_resize_q75_box.jpg"", ""date"": ""2021-06-14T04:16:38.201Z"", ""name"": ""jsengman_hu6d5b8b63a4954cb696e89b39f929331b_4228664_250x0_resize_q75_box.jpg"", ""bytes"": 15711, ""fileName"": ""jsengman_hu6d5b8b63a4954cb696e89b39f929331b_4228664_250x0_resize_q75_box.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#1a4061""}"
179,2021-04-01 06:00:39.758257+00,The Curious Incident of the Dog in the Night-Time,2021-03-19 13:43:33.567+00,2021-04-01 03:32:55.442+00,2021-08-14 06:00:48.817207+00,600db24b1d4a746d0b2adebe,"{""id"": ""600db25dff878161baabaaa6"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/600db24b1d4a746d0b2adebe/attachments/600db25dff878161baabaaa6/download/41X8U%2BnqQVL._SL500_.jpg"", ""date"": ""2021-01-24T17:46:05.874Z"", ""name"": ""41X8U+nqQVL._SL500_.jpg"", ""bytes"": 28362, ""fileName"": ""41X8U%2BnqQVL._SL500_.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#e4dbd3""}"
180,2021-04-11 06:01:19.537498+00,Dominion: How the Christian Revolution Remade the World,2021-02-26 17:51:43.43+00,2021-04-11 01:14:02.057+00,2021-08-14 06:00:49.05659+00,5fe4eb6ede6fc86a26462547,"{""id"": ""60391bb24cb1541ec6009729"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5fe4eb6ede6fc86a26462547/attachments/60391bb24cb1541ec6009729/download/cover.jpg"", ""date"": ""2021-02-26T16:02:58.239Z"", ""name"": ""cover.jpg"", ""bytes"": 93398, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#322c29""}"
184,2021-05-16 06:00:48.287981+00,From the Garden to the City,2021-05-05 02:32:16.83+00,2021-05-15 16:20:25.081+00,2021-08-14 06:00:49.683227+00,6091f9abe2059e2aadc734af,"{""id"": ""6091fa958428cf36f8eea601"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/6091f9abe2059e2aadc734af/attachments/6091fa958428cf36f8eea601/download/cover.jpg"", ""date"": ""2021-05-05T01:53:25.872Z"", ""name"": ""cover.jpg"", ""bytes"": 77611, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#fbfbf3""}"
188,2021-06-14 06:00:57.370994+00,Grit: The Power of Passion and Perseverance,2021-05-30 14:14:54.489+00,2021-06-13 20:09:56.029+00,2021-08-14 06:00:49.987989+00,6082d05f7c2a6c6eace666ca,"{""id"": ""60b39c5c01a0cc3c297c6b0b"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/6082d05f7c2a6c6eace666ca/attachments/60b39c5c01a0cc3c297c6b0b/download/cover.jpg"", ""date"": ""2021-05-30T14:08:28.251Z"", ""name"": ""cover.jpg"", ""bytes"": 91320, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#e1e2e2""}"
138,2019-10-08 06:01:10.998936+00,Inventive Minds: Marvin Minsky on Education,2019-10-03 02:52:41.847+00,2019-10-08 03:56:06.682+00,2021-08-14 06:00:50.682901+00,5cce3314a35f414e9ff7980d,"{""id"": ""5e024a2a9904554bc9609f33"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5cce3314a35f414e9ff7980d/attachments/5e024a2a9904554bc9609f33/download/_3Fcollid_3Dbooks_covers_0_26isbn_3D9780262039093_26type_3D.jpg"", ""date"": ""2019-12-24T17:26:02.261Z"", ""name"": ""%3Fcollid%3Dbooks_covers_0%26isbn%3D9780262039093%26type%3D.jpg"", ""bytes"": 92805, ""fileName"": ""_3Fcollid_3Dbooks_covers_0_26isbn_3D9780262039093_26type_3D.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": null, ""edgeColor"": ""#fbfbfb""}"
192,2021-07-17 06:00:54.322466+00,When a Nation Forgets God: 7 Lessons We Must Learn from Nazi Germany,2021-07-08 13:49:07.888+00,2021-07-16 13:54:23.147+00,2021-08-14 06:00:53.846174+00,5f7921c7e765896d88199b1d,"{""id"": ""60e67253a5ab2b885eaef0ef"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/5f7921c7e765896d88199b1d/attachments/60e67253a5ab2b885eaef0ef/download/cover.jpg"", ""date"": ""2021-07-08T03:34:43.527Z"", ""name"": ""cover.jpg"", ""bytes"": 141817, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#3a3029""}"
181,2021-04-24 06:00:38.157067+00,What to Look for in a Code Review,2021-04-22 03:17:46.609+00,2021-04-23 15:52:48.505+00,2021-08-14 06:00:53.747525+00,6080eab89a557e3525d53c94,"{""id"": ""6080ead2acc060676bdd2807"", ""pos"": 16384, ""url"": ""https://trello.com/1/cards/6080eab89a557e3525d53c94/attachments/6080ead2acc060676bdd2807/download/cover.jpg"", ""date"": ""2021-04-22T03:17:38.552Z"", ""name"": ""cover.jpg"", ""bytes"": 60912, ""fileName"": ""cover.jpg"", ""idMember"": ""53262f3fb2c5a1471e13dfe0"", ""isUpload"": true, ""mimeType"": ""image/jpeg"", ""edgeColor"": ""#040404""}"
