Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived
5f3b52d56010ee23fc2db530,Don Quixote,https://trello.com/c/UtHtdZpc/460-don-quixote,,"Audiobook (black), Fiction (green)",,,1,https://trello.com/1/cards/5f3b52d56010ee23fc2db530/attachments/5f3b52e003106b7988482d71/download/don-quixote-audible.jpg,0,0,0,0,2020-10-18T17:24:35.627Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
564d07a87721d8698ff010e7,Dracula,https://trello.com/c/965xcJQA/8-dracula,,Fiction (green),,,1,https://trello.com/1/cards/564d07a87721d8698ff010e7/attachments/5eb80ac43bc05120beedc668/download/dracula.jpg,0,0,0,0,2020-05-10T14:08:05.326Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
6173738aa593292dc8a1c294,Dune,https://trello.com/c/YluR5lui/517-dune,,"Audiobook (black), Fiction (green), Science (lime)",,,1,https://trello.com/1/cards/6173738aa593292dc8a1c294/attachments/61737482055e5d4674c30080/download/image.jpeg,0,0,0,0,2021-12-05T18:51:47.908Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
564d07aa7721d8698ff0117d,East of Eden,https://trello.com/c/nyF1Hn0L/158-east-of-eden,,Fiction (green),,,0,,0,0,0,0,2020-05-20T04:23:44.129Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,true
61abb21f0151ff433c1b2a54,The Dutch House,https://trello.com/c/5CSOfrxs/521-the-dutch-house,,"Audiobook (black), Fiction (green), History (sky)",,,1,https://trello.com/1/cards/61abb21f0151ff433c1b2a54/attachments/61db15ef4c1f428cbd756c99/download/51ewjTW-w1L._SL500_.jpg,0,0,0,0,2022-02-06T18:11:00.674Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
568fe4bc99de56db6632868e,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",https://trello.com/c/PNmCdmsE/224-elon-musk-tesla-spacex-and-the-quest-for-a-fantastic-future,,"Biography (purple), Business (black), Non-fiction (blue), Technology (orange)",,,1,https://trello.com/1/cards/568fe4bc99de56db6632868e/attachments/5eb80be1b00c68752b744ed4/download/elon-musk.jpg,0,0,0,0,2020-05-10T14:12:49.528Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
61bd64481750cc6f9911d62e,"EMPOWERED: Ordinary People, Extraordinary Products",https://trello.com/c/sX5F7oh6/528-empowered-ordinary-people-extraordinary-products,,"Business (black), Non-fiction (blue), Technology (orange)",,,1,https://trello.com/1/cards/61bd64481750cc6f9911d62e/attachments/6235579cbe8caf01f81c24cd/download/cover.jpg,0,0,0,0,2022-04-12T16:41:46.414Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
564d07a97721d8698ff01167,Emma,https://trello.com/c/oXbWcJTh/132-emma,,Fiction (green),,,0,,0,0,0,0,2020-05-20T04:23:49.057Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,true
564d07a97721d8698ff01160,Empire Falls,https://trello.com/c/5x4KQ92i/131-empire-falls,,Fiction (green),,,0,,0,0,0,0,2020-05-20T04:23:53.127Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,true
564d07a87721d8698ff010f0,The Enchanted Castle and Five Children and It,https://trello.com/c/c4YchHWb/17-the-enchanted-castle-and-five-children-and-it,,Fiction (green),,,1,https://trello.com/1/cards/564d07a87721d8698ff010f0/attachments/5ea5a20f1c7e1c4da58cc767/download/enchanted-castle.jpg,0,0,0,0,2020-04-26T15:00:32.540Z,564d07a87721d8698ff010d7,Finished,564d07a87721d8698ff010d3,Books,false
